TriadID	Chr	Pos	RecombinationRate
T016171	7B	29595825	0
T016171	7D	82302457	0
T016172	7A	84246814	0.62
T016172	7B	29828758	0
T016172	7D	82448000	0
T016173	7A	84690715	0.62
T016173	7B	31786539	0
T016173	7D	82714881	0
T016174	7A	84702549	0.62
T016174	7B	31810755	0
T016174	7D	82718440	0
T016175	7A	84746777	0.62
T016175	7B	32099189	0
T016175	7D	82861507	0
T016177	7A	85032220	0.62
T016177	7B	32409838	0
T016177	7D	83064548	0
T016178	7A	85075847	0.62
T016178	7B	32468928	0
T016178	7D	83093059	0
T016179	7A	85080190	0.62
T016179	7B	32473574	0
T016179	7D	83097963	0
T016180	7A	85087125	0.62
T016180	7B	32547358	0
T016180	7D	83374216	0
T016181	7A	85121229	0.62
T016181	7B	32586802	0
T016181	7D	83455804	0
T016183	7A	85208950	0.62
T016183	7B	33075679	0
T016183	7D	83625598	0
T016184	7A	85214153	0.62
T016184	7B	33080897	0
T016184	7D	83630709	0
T016185	7A	85219495	0.62
T016185	7B	33086109	0
T016185	7D	83636051	0
T016186	7A	85340833	0.62
T016186	7B	33404086	0
T016186	7D	83654253	0
T016187	7A	85347530	0.62
T016187	7B	33528861	0
T016187	7D	83663441	0
T016188	7A	85417329	0.62
T016188	7B	33533211	0
T016188	7D	83764511	0
T016189	7A	85437807	0.62
T016189	7B	33598032	0
T016189	7D	83868605	0
T016190	7A	85601422	0.62
T016190	7B	33884570	0
T016190	7D	84236081	0
T016191	7A	85609803	0.62
T016191	7B	33903031	0
T016191	7D	84255692	0
T016192	7A	85616483	0.62
T016192	7B	33910807	0
T016192	7D	84266888	0
T016194	7A	85902291	0.62
T016194	7B	34311391	0
T016194	7D	84596536	0
T016195	7A	85913161	0.62
T016195	7B	34388748	0
T016195	7D	84602294	0
T016196	7A	85961262	0.62
T016196	7B	34494000	0
T016196	7D	84799760	0
T016197	7A	86095193	0.62
T016197	7B	34672411	0
T016197	7D	85014236	0
T016198	7A	86225084	0.62
T016198	7B	34710359	0
T016198	7D	85204295	0
T016199	7A	87306427	0.62
T016199	7B	35083600	0
T016199	7D	85910423	0
T016200	7A	87326345	0.62
T016200	7B	35090808	0
T016200	7D	85916439	0
T016201	7A	87331662	0.62
T016201	7B	35101124	0
T016201	7D	85931591	0
T016202	7A	87455543	0.62
T016202	7B	35311925	0
T016202	7D	86799222	0
T016204	7A	88988273	0.62
T016204	7B	36457099	0
T016204	7D	87479871	7.19
T016205	7A	89073604	0.64
T016205	7B	36507841	0
T016205	7D	87750073	7.19
T016206	7A	90506198	0.45
T016206	7B	40299462	0.05
T016206	7D	89477090	0.49
T016207	7A	90620304	0.45
T016207	7B	40356135	0.05
T016207	7D	89602288	0.49
T016208	7A	90651661	0.45
T016208	7B	40400025	0.05
T016208	7D	89723448	0.49
T016209	7A	90661314	0.45
T016209	7B	40440038	0.05
T016209	7D	89728148	0.49
T016210	7A	91492931	0
T016210	7B	41031488	0.06
T016210	7D	89893777	0.49
T016211	7A	91512978	0
T016211	7B	41170418	0.06
T016211	7D	90003728	0.64
T016213	7A	91910982	0
T016213	7B	41325316	0.06
T016213	7D	90553006	0.64
T016214	7A	91923759	0
T016214	7B	41527567	0.06
T016214	7D	90620674	0.64
T016217	7A	92890820	0.63
T016217	7B	42029903	0.08
T016217	7D	90851216	0.64
T016218	7A	93035892	0.63
T016218	7B	42077422	0.08
T016218	7D	91005710	0.54
T016219	7A	93061093	0.63
T016219	7B	43953236	0.09
T016219	7D	91049896	0.54
T016220	7A	93074885	0.63
T016220	7B	43881136	0.09
T016220	7D	91392994	0.54
T016221	7A	93082252	0.63
T016221	7B	43754266	0.09
T016221	7D	91143417	0.54
T016222	7A	93133736	0.63
T016222	7B	43551711	0.09
T016222	7D	91660368	0.54
T016223	7A	93280874	0.63
T016223	7B	43191817	0.09
T016223	7D	91706978	0.54
T016224	7A	93489166	0.63
T016224	7B	42777913	0.08
T016224	7D	91811161	0.54
T016225	7A	94291208	0
T016225	7B	44236607	0.1
T016225	7D	92140805	0.54
T016226	7A	94402823	0
T016226	7B	44296533	0.1
T016226	7D	92240934	0.54
T016227	7A	94784879	0
T016227	7B	44939719	0.1
T016227	7D	92637495	0.54
T016228	7A	94789105	0
T016228	7B	44943296	0.1
T016228	7D	92634065	0.54
T016231	7A	96192791	0
T016231	7B	46887949	0.1
T016231	7D	93684854	0.34
T016232	7A	96557630	0
T016232	7B	46993786	0.1
T016232	7D	93782191	0.34
T016233	7A	96564334	0
T016233	7B	46998929	0.1
T016233	7D	93786895	0.34
T016234	7A	96569224	0
T016234	7B	47002266	0.08
T016234	7D	93790294	0.34
T016235	7A	97251269	0
T016235	6B	668245533	0.47
T016235	7D	93938037	0.34
T016236	7A	97577127	0
T016236	7B	48190085	0.08
T016236	7D	94129869	0.3
T016237	7A	97756029	0
T016237	7B	48340052	0.08
T016237	7D	94422671	0.3
T016238	7A	97873483	0
T016238	7B	48454971	0.08
T016238	7D	94434211	0.3
T016239	7A	97886265	0
T016239	7B	48467585	0.08
T016239	7D	94445154	0.3
T016243	7A	100181024	0
T016243	7B	52349012	0
T016243	7D	97616027	0.25
T016244	7A	100723320	0
T016244	7B	53635306	0
T016244	7D	98625673	0.31
T016245	7A	100763055	0
T016245	7B	53649302	0
T016245	7D	98640935	0.31
T016246	7A	101220512	0
T016246	7B	54312425	0
T016246	7D	98662924	0.31
T016247	7A	101272633	0
T016247	7B	54497960	0
T016247	7D	98994830	0.31
T016249	7A	101859627	0
T016249	7B	54725941	0
T016249	7D	99463126	0.23
T016250	7A	102041330	0
T016250	7B	54788543	0
T016250	7D	99617595	0.23
T016251	7A	102289547	0
T016251	7B	55034987	0
T016251	7D	99823372	0.23
T016252	7A	102334078	0
T016252	7B	55342398	0
T016252	7D	99954091	0.23
T016253	7A	102531399	0
T016253	7B	55846903	0
T016253	7D	100274478	0.29
T016255	7A	102539888	0
T016255	7B	55857106	0
T016255	7D	100299484	0.29
T016256	7A	102545407	0
T016256	7B	55861287	0
T016256	7D	100301619	0.29
T016258	7A	103141603	0
T016258	7B	57459730	0
T016258	7D	101037802	0.47
T016260	7A	103152487	0
T016260	7B	57589916	0
T016260	7D	101086163	0.47
T016261	7A	103399713	0
T016261	7B	57679910	0
T016261	7D	101138440	0.47
T016262	7A	104809405	0
T016262	7B	58251899	0
T016262	7D	101398183	0.47
T016263	7A	105138050	0
T016263	7B	58437978	0
T016263	7D	101428048	0.47
T016264	7A	105166504	0
T016264	7B	58541454	0
T016264	7D	101471605	0.47
T016265	7A	105245916	0
T016265	7B	58717547	0
T016265	7D	101558441	0.47
T016266	7A	105312968	0
T016266	7B	58730556	0
T016266	7D	101583069	0.47
T016267	7A	105362665	0
T016267	7B	58790237	0
T016267	7D	101616306	0.47
T016268	7A	105497763	0
T016268	7B	59056562	0.01
T016268	7D	101722046	0.47
T016269	7A	105506325	0
T016269	7B	59061755	0.01
T016269	7D	101727738	0.47
T016270	7A	105626806	0
T016270	7B	59095791	0.01
T016270	7D	101760576	0.47
T016271	7A	105641010	0
T016271	7B	59100243	0.01
T016271	7D	101782510	0.47
T016272	7A	105777674	0
T016272	7B	59179816	0.01
T016272	7D	101798336	0.47
T016273	7A	105863868	0
T016273	7B	59312134	0.01
T016273	7D	101807331	0.47
T016275	7A	106679339	0
T016275	7B	59743129	0.01
T016275	7D	102538559	0.47
T016276	7A	107793338	0
T016276	7B	61078355	0.02
T016276	7D	102901556	0.47
T016277	7A	107850174	0
T016277	7B	61561240	0.02
T016277	7D	102972717	0.47
T016278	7A	107869852	0
T016278	7B	61603713	0.02
T016278	7D	102980397	0.47
T016279	7A	107916787	0
T016279	7B	61627899	0.02
T016279	7D	103211047	0.48
T016280	7A	108237399	0
T016280	7B	61909837	0.02
T016280	7D	104091550	0.45
T016281	7A	108490874	0
T016281	7B	62392439	0.02
T016281	7D	104134960	0.45
T016282	7A	108546978	0
T016282	7B	62478780	0.02
T016282	7D	104226374	0.45
T016283	7A	108751929	0
T016283	7B	62656016	0.02
T016283	7D	104523896	0.45
T016284	7A	108767578	0
T016284	7B	62662294	0.02
T016284	7D	104531423	0.45
T016287	7A	108950345	0
T016287	7B	62949647	0.02
T016287	7D	104662567	0.45
T016288	7A	109263904	0
T016288	7B	63171312	0.02
T016288	7D	104748565	0.45
T016289	7A	109348787	0
T016289	7B	63560727	0.02
T016289	7D	104894569	0.45
T016290	7A	109357050	0
T016290	7B	63568476	0.02
T016290	7D	104901761	0.45
T016291	7A	109825648	0
T016291	7B	63768690	0.02
T016291	7D	105210789	0.39
T016292	7A	109842289	0
T016292	7B	63856958	0.02
T016292	7D	105249535	0.39
T016293	7A	110255279	0
T016293	7B	64034104	0.03
T016293	7D	105431587	0.39
T016294	7A	110423978	0
T016294	7B	64069838	0.03
T016294	7D	105455955	0.39
T016295	7A	110470829	0
T016295	7B	64116478	0.03
T016295	7D	105490603	0.39
T016296	7A	110853120	0
T016296	7B	64729382	0.03
T016296	7D	106075855	0.39
T016297	7A	112264827	0
T016297	7B	65661903	0.03
T016297	7D	106916732	0.39
T016298	7A	112977289	0
T016298	7B	66317103	0
T016298	7D	107660386	0.39
T016299	7A	113486230	0
T016299	7B	67819098	0
T016299	7D	108619570	0.4
T016300	7A	115206162	0
T016300	7B	68346654	0.26
T016300	7D	109173432	0.48
T016301	7A	115255876	0
T016301	7B	68540838	0.26
T016301	7D	109309747	0.48
T016302	7A	115371739	0
T016302	7B	68849724	0.26
T016302	7D	110096971	0.08
T016303	7A	115503934	0
T016303	7B	69355493	0.53
T016303	7D	110286206	0.08
T016304	7A	115805174	0
T016304	7B	69660912	0.53
T016304	7D	110581071	0.08
T016305	7A	115816847	0
T016305	7B	69582891	0.53
T016305	7D	110570115	0.08
T016306	7A	115904384	0
T016306	7B	69786865	0.53
T016306	7D	110792601	0.08
T016307	7A	116006535	0
T016307	7B	69820447	0.53
T016307	7D	110882977	0.08
T016308	7A	116120000	0
T016308	7B	70487088	0.16
T016308	7D	111053726	0.09
T016309	7A	116124467	0
T016309	7B	70520785	0.16
T016309	7D	111058943	0.09
T016310	7A	116129351	0
T016310	7B	70525591	0.16
T016310	7D	111065535	0.09
T016311	7A	116618616	0
T016311	7B	71148615	0.65
T016311	7D	111479402	0.09
T016312	7A	116652108	0
T016312	7B	71172892	0.65
T016312	7D	111617940	0.09
T016313	7A	116774739	0
T016313	7B	71275961	0.65
T016313	7D	111746954	0.09
T016314	7A	116874965	0
T016314	7B	71364622	0.65
T016314	7D	112049150	0
T016316	7A	117350054	0
T016316	7B	72018847	0.65
T016316	7D	112323231	0
T016317	7A	117786993	0
T016317	7B	72235878	0.65
T016317	7D	112426880	0
T016318	7A	117790027	0
T016318	7B	72238676	0.65
T016318	7D	112430077	0
T016319	7A	118105702	0
T016319	7B	72279590	0.65
T016319	7D	112759822	0
T016320	7A	118152534	0
T016320	7B	72292284	0.65
T016320	7D	112792787	0
T016321	7A	118186173	0
T016321	7B	72313082	0.65
T016321	7D	112837114	0
T016322	7A	118329041	0
T016322	7B	72614071	0.65
T016322	7D	113222879	0
T016323	7A	118400065	0
T016323	7B	72764428	0.65
T016323	7D	113348147	0
T016324	7A	118449588	0
T016324	7B	72998047	0.65
T016324	7D	113427281	0
T016326	7A	118458457	0
T016326	7B	73131240	0.34
T016326	7D	113443556	0
T016327	7A	118463440	0
T016327	7B	73135797	0.34
T016327	7D	113447105	0
T016328	7A	118578939	0
T016328	7B	73335264	0.34
T016328	7D	113721682	0
T016329	7A	119703041	0
T016329	7B	74599164	0.26
T016329	7D	115048901	0
T016330	7A	119792130	0
T016330	7B	74662620	0.26
T016330	7D	115092056	0
T016332	7A	120174228	0
T016332	7B	74847936	0.26
T016332	7D	115420566	0
T016333	7A	120465018	0
T016333	7B	75025737	0.22
T016333	7D	116434747	0
T016334	7A	120580991	0
T016334	7B	75155693	0.22
T016334	7D	116473977	0
T016336	7A	120976620	0
T016336	7B	75893146	0.22
T016336	7D	116886974	0
T016337	7A	121056848	0
T016337	7B	76904562	0.21
T016337	7D	117133475	0
T016338	7A	121398436	0
T016338	7B	77431480	0.18
T016338	7D	117244325	0
T016341	7A	121924062	0
T016341	7B	78066942	0.16
T016341	7D	117526085	0
T016342	7A	122181586	0
T016342	7B	78550192	0.16
T016342	7D	117758879	0
T016343	7A	122194961	0
T016343	7B	78577587	0.16
T016343	7D	117775316	0
T016344	7A	122207926	0
T016344	7B	79051655	0.14
T016344	7D	117792349	0
T016345	7A	122338724	0
T016345	7B	79081434	0.14
T016345	7D	117862125	0
T016346	7A	122491625	0
T016346	7B	79304472	0.14
T016346	7D	118150105	0
T016347	7A	122683530	0
T016347	7B	79315993	0.14
T016347	7D	118161721	0
T016348	7A	122761031	0
T016348	7B	79388489	0.14
T016348	7D	118826121	0
T016349	7A	122914605	0
T016349	7B	79733746	0.14
T016349	7D	118873394	0
T016351	7A	124069125	0
T016351	7B	80660965	0
T016351	7D	119567327	0
T016352	7A	124790291	0
T016352	7B	81422690	0
T016352	7D	119891770	0
T016353	7A	124795466	0
T016353	7B	81427474	0
T016353	7D	119896899	0
T016354	7A	125258751	0
T016354	7B	81687000	0
T016354	7D	120316301	0
T016355	7A	125264615	0
T016355	7B	81692847	0
T016355	7D	120323498	0
T016356	7A	125469333	0
T016356	7B	82691585	0
T016356	7D	120528583	0
T016357	7A	125479824	0
T016357	7B	83025081	0
T016357	7D	121932142	0
T016358	7A	125491143	0
T016358	7B	83035785	0
T016358	7D	121941358	0
T016359	7A	125676978	0
T016359	7B	83921889	0
T016359	7D	122682840	0
T016360	7A	125714442	0
T016360	7B	83904387	0
T016360	7D	122845087	0
T016361	7A	125993909	0
T016361	7B	84325075	0
T016361	7D	123157600	0
T016362	7A	126034809	0
T016362	7B	84221029	0
T016362	7D	123146680	0
T016363	7A	126043571	0
T016363	7B	84212569	0
T016363	7D	123052885	0
T016364	7A	126050253	0
T016364	7B	84185000	0
T016364	7D	123048303	0
T016365	7A	126116021	0
T016365	7B	84379625	0
T016365	7D	123163252	0
T016366	7A	126122482	0
T016366	7B	84389086	0
T016366	7D	123219678	0
T016369	7A	126579137	0
T016369	7B	85130718	0
T016369	7D	123656017	0
T016371	7A	126775742	0
T016371	7B	85782008	0
T016371	7D	124029133	0
T016372	7A	126784803	0
T016372	7B	85823759	0
T016372	7D	124023262	0
T016374	7A	126918613	0
T016374	7B	86165314	0
T016374	7D	124504421	0
T016375	7A	126931619	0
T016375	7B	86173875	0
T016375	7D	124510720	0
T016376	7A	126946980	0
T016376	7B	86227592	0
T016376	7D	124520444	0
T016377	7A	127000593	0
T016377	7B	86637133	0
T016377	7D	124644009	0
T016378	7A	127047769	0
T016378	7B	86668307	0
T016378	7D	124842648	0
T016379	7A	127075324	0
T016379	7B	86807040	0
T016379	7D	124876838	0
T016381	7A	127372448	0
T016381	7B	87126301	0
T016381	7D	125888372	0
T016382	7A	127574154	0
T016382	7B	87140800	0
T016382	7D	126472217	0
T016383	7A	127598535	0
T016383	7B	88243320	0.27
T016383	7D	126669836	0
T016384	7A	127608782	0
T016384	7B	88246410	0.27
T016384	7D	126682766	0
T016385	7A	127667088	0
T016385	7B	88306589	0.27
T016385	7D	126815814	0
T016386	7A	127675870	0
T016386	7B	88313957	0.27
T016386	7D	126882744	0
T016387	7A	127771766	0
T016387	7B	88562740	0.27
T016387	7D	126997931	0
T016388	7A	127837040	0
T016388	7B	88639240	0.27
T016388	7D	127133679	0
T016389	7A	127910398	0
T016389	7B	88974473	0.27
T016389	7D	127418728	0
T016390	7A	128049898	0
T016390	7B	89205701	0
T016390	7D	127290971	0
T016391	7A	128149417	0
T016391	7B	89001964	0
T016391	7D	127342105	0
T016392	7A	128513534	0
T016392	7B	89662470	0
T016392	7D	127769414	0
T016393	7A	128748989	0
T016393	7B	89770176	0
T016393	7D	128132558	0
T016394	7A	128782764	0
T016394	7B	89951917	0
T016394	7D	128786692	0
T016395	7A	128829629	0
T016395	7B	90192373	0
T016395	7D	128915910	0
T016396	7A	128898150	0
T016396	7B	91125245	0
T016396	7D	129783236	0
T016397	7A	128911947	0
T016397	7B	91208518	0
T016397	7D	129796045	0
T016398	7A	128914043	0
T016398	7B	91212223	0
T016398	7D	129798128	0
T016399	7A	128926352	0
T016399	7B	91239969	0
T016399	7D	129804167	0
T016400	7A	129060134	0
T016400	7B	91294124	0
T016400	7D	129973794	0
T016401	7A	129260841	0
T016401	7B	91662015	0
T016401	7D	130114316	0
T016402	7A	129613912	0
T016402	7B	91956953	0
T016402	7D	130761714	0
T016403	7A	129704524	0
T016403	7B	92014814	0
T016403	7D	130924160	0
T016405	7A	129875660	0
T016405	7B	92045418	0
T016405	7D	131104095	0
T016406	7A	130091299	0
T016406	7B	92062989	0
T016406	7D	131269351	0
T016407	7A	130223309	0
T016407	7B	92311578	0
T016407	7D	131460429	0
T016408	7A	130229590	0
T016408	7B	92317934	0
T016408	7D	131466683	0
T016410	7A	130297471	0
T016410	7B	92559950	0
T016410	7D	131602637	0
T016411	7A	130399954	0
T016411	7B	93067237	0
T016411	7D	131651568	0
T016412	7A	130611195	0
T016412	7B	93437069	0
T016412	7D	131819324	0
T016413	7A	131813921	0
T016413	7B	94269814	0
T016413	7D	133202239	0
T016414	7A	131834565	0
T016414	7B	94311004	0
T016414	7D	133226251	0
T016415	7A	131865378	0
T016415	7B	94577739	0
T016415	7D	133314225	0
T016417	7A	131936912	0
T016417	7B	94630392	0
T016417	7D	133327342	0
T016418	7A	132619520	0
T016418	7B	95045944	0
T016418	7D	133827807	0
T016419	7A	133046706	0
T016419	7B	95918079	0
T016419	7D	134102179	0
T016420	7A	133057101	0
T016420	7B	96279924	0
T016420	7D	134176635	0
T016421	7A	134483710	0
T016421	7B	97184422	0
T016421	7D	135349427	0
T016422	7A	134491887	0
T016422	7B	97192805	0
T016422	7D	135357999	0
T016423	7A	134515901	0
T016423	7B	97201214	0
T016423	7D	135363778	0
T016424	7A	134541919	0
T016424	7B	97307698	0
T016424	7D	135395359	0
T016425	7A	134618346	0
T016425	7B	97504135	0
T016425	7D	135670105	0
T016427	7A	134978717	0
T016427	7B	97869224	0
T016427	7D	135933630	0
T016428	7A	135007401	0
T016428	7B	97973732	0
T016428	7D	136014390	0.18
T016429	7A	135689747	0
T016429	7B	99089509	0
T016429	7D	136204877	0.18
T016430	7A	135706978	0
T016430	7B	99103693	0
T016430	7D	136245949	0.18
T016431	7A	135901452	0
T016431	7B	99130730	0
T016431	7D	136253291	0.18
T016432	7A	136167729	0
T016432	7B	99635228	0
T016432	7D	136417523	0.18
T016433	7A	136172574	0
T016433	7B	99630344	0
T016433	7D	136470979	0.18
T016435	7A	136346551	0
T016435	7B	100027666	0
T016435	7D	136586708	0.18
T016436	7A	136349709	0
T016436	7B	100031026	0
T016436	7D	136590840	0.18
T016437	7A	136756240	0
T016437	7B	100332518	0
T016437	7D	136891688	0.18
T016438	7A	136811637	0
T016438	7B	100741009	0
T016438	7D	137002495	0.18
T016439	7A	137452816	0
T016439	7B	101497135	0
T016439	7D	137293170	0.18
T016441	7A	137771075	0
T016441	7B	102234715	0
T016441	7D	137562800	0.18
T016442	7A	137799148	0
T016442	7B	103077541	0
T016442	7D	137789264	0.18
T016443	7A	137826532	0
T016443	7B	103114822	0
T016443	7D	137870888	0.18
T016444	7A	137916434	0
T016444	7B	103303214	0
T016444	7D	137901055	0.18
T016445	7A	138157534	0
T016445	7B	103566447	0
T016445	7D	138183779	0.08
T016446	7A	138162341	0
T016446	7B	103571315	0
T016446	7D	138192880	0.08
T016447	7A	138182432	0
T016447	7B	103582135	0
T016447	7D	138281337	0.08
T016448	7A	138348441	0
T016448	7B	103615651	0
T016448	7D	138308585	0.08
T016449	7A	138512401	0
T016449	7B	103897039	0
T016449	7D	138424612	0.08
T016450	7A	138537440	0
T016450	7B	103980724	0
T016450	7D	138500105	0.08
T016451	7A	138660629	0
T016451	5B	637388307	0.11
T016451	5D	507377874	0.33
T016452	7A	138954375	0
T016452	7B	104025353	0
T016452	7D	139011389	0.08
T016453	7A	138958971	0
T016453	7B	104031639	0
T016453	7D	139052509	0.08
T016454	7A	138972502	0
T016454	7B	104072309	0
T016454	7D	139075289	0.08
T016455	7A	139127336	0
T016455	7B	104475992	0
T016455	7D	139093175	0.08
T016456	7A	139153062	0
T016456	7B	104518111	0
T016456	7D	139107180	0.08
T016457	7A	139468585	0
T016457	7B	104758067	0
T016457	7D	139829295	0.08
T016458	7A	139520654	0
T016458	7B	104766540	0
T016458	7D	139836242	0.08
T016459	7A	139547876	0
T016459	7B	104774608	0
T016459	7D	139849680	0.08
T016462	7A	142158967	0
T016462	7B	105559811	0
T016462	7D	140328087	0.08
T016463	7A	142643881	0
T016463	7B	105830305	0
T016463	7D	140732562	0.08
T016464	7A	142650544	0
T016464	7B	105838145	0
T016464	7D	140771063	0.08
T016465	7A	142984639	0
T016465	7B	105882876	0
T016465	7D	140804396	0.08
T016468	7A	143146345	0
T016468	7B	106341517	0
T016468	7D	141187014	0.05
T016469	7A	143358218	0
T016469	7B	106600759	0
T016469	7D	141358705	0.05
T016470	7A	144128885	0
T016470	7B	106775248	0
T016470	7D	141633478	0.05
T016471	7A	144171207	0
T016471	7B	106859412	0
T016471	7D	141561803	0.05
T016472	7A	144604407	0
T016472	7B	106950908	0
T016472	7D	142611317	0.05
T016473	7A	144606910	0
T016473	7B	106946195	0
T016473	7D	142613180	0.05
T016474	7A	144659155	0
T016474	7B	107099129	0
T016474	7D	142687762	0.05
T016476	7A	145462691	0
T016476	7B	107563875	0
T016476	7D	144147328	0.06
T016477	7A	145468863	0
T016477	7B	107607855	0
T016477	7D	144133848	0.06
T016478	7A	145491294	0
T016478	7B	107646539	0
T016478	7D	143994404	0.05
T016480	7A	146678715	0
T016480	7B	107977261	0
T016480	7D	145908134	0
T016481	7A	146909028	0
T016481	7B	108249871	0
T016481	7D	146091585	0.03
T016482	7A	146950706	0
T016482	7B	108285212	0
T016482	7D	146105798	0.03
T016483	7A	146976608	0
T016483	7B	108483359	0
T016483	7D	146184483	0.03
T016484	7A	147052020	0
T016484	7B	108558030	0
T016484	7D	146235355	0.03
T016485	7A	147070247	0
T016485	7B	108728351	0
T016485	7D	146389309	0.03
T016486	7A	147911606	0
T016486	7B	109034634	0
T016486	7D	146623150	0.03
T016487	7A	147931694	0
T016487	7B	109188634	0
T016487	7D	146635071	0.03
T016488	7A	148396272	0
T016488	7B	109673240	0
T016488	7D	146839887	0.03
T016489	7A	148416464	0
T016489	7B	109703750	0
T016489	7D	146864267	0.03
T016490	7A	148487339	0
T016490	7B	109930081	0
T016490	7D	147008108	0.03
T016491	7A	148657400	0
T016491	7B	110309008	0
T016491	7D	147411911	0.03
T016492	7A	148832423	0
T016492	7B	110352881	0
T016492	7D	147579461	0.03
T016493	7A	148987235	0
T016493	7B	110700374	0
T016493	7D	147690483	0.03
T016494	7A	149167429	0
T016494	7B	111269642	0.36
T016494	7D	148129926	0.04
T016495	7A	149295883	0
T016495	7B	111307547	0.36
T016495	7D	148143040	0.04
T016496	7A	149304557	0
T016496	7B	111314428	0.36
T016496	7D	148149907	0.04
T016497	7A	149425559	0
T016497	7B	111339360	0.36
T016497	7D	148267348	0.04
T016498	7A	149602240	0
T016498	7B	111368466	0.36
T016498	7D	148297863	0.04
T016499	7A	149868001	0
T016499	7B	111902855	0.36
T016499	7D	149094956	0.04
T016500	7A	150239659	0
T016500	7B	112029412	0.36
T016500	7D	149746524	0.04
T016501	7A	150881234	0
T016501	7B	113096258	0.36
T016501	7D	150934863	0.04
T016502	7A	150983017	0
T016502	7B	113161484	0.36
T016502	7D	151271597	0.03
T016503	7A	150988363	0
T016503	7B	113196545	0.36
T016503	7D	151315983	0.03
T016504	7A	150991644	0
T016504	7B	113200035	0.36
T016504	7D	151319973	0.03
T016506	7A	152540968	0
T016506	7B	114179075	0.36
T016506	7D	152121101	0.03
T016507	7A	152546700	0
T016507	7B	114187507	0.36
T016507	7D	152131301	0.03
T016508	7A	152833535	0
T016508	7B	114394842	0.36
T016508	7D	152219385	0.03
T016509	7A	153378967	0
T016509	7B	114502749	0.36
T016509	7D	152650311	0.03
T016510	7A	154331989	0
T016510	7B	115198264	0.36
T016510	7D	153124108	0.06
T016511	7A	154385317	0
T016511	7B	115238073	0.36
T016511	7D	153297395	0.06
T016512	7A	154388716	0
T016512	7B	115241341	0.36
T016512	7D	153300008	0.06
T016513	7A	154562540	0
T016513	7B	115286839	0.36
T016513	7D	153312550	0.06
T016514	7A	155300968	0.11
T016514	7B	115380460	0.36
T016514	7D	153583133	0.06
T016515	7A	155512078	0.11
T016515	7B	115402555	0.36
T016515	7D	153634603	0.06
T016516	7A	155601820	0.11
T016516	7B	115519457	0.36
T016516	7D	153761283	0.06
T016517	7A	155644010	0.11
T016517	7B	115525605	0.36
T016517	7D	153766995	0.06
T016519	7A	155652557	0.11
T016519	7B	115563096	0.36
T016519	7D	153778855	0.06
T016520	7A	155952276	0.11
T016520	7B	115962101	0.36
T016520	7D	153972131	0.06
T016521	7A	155966798	0.11
T016521	7B	116047854	0.36
T016521	7D	153986022	0.06
T016522	7A	156114243	0.11
T016522	7B	116387457	0.36
T016522	7D	154186532	0.05
T016523	7A	156130472	0.11
T016523	7B	116395248	0.36
T016523	7D	154192997	0.05
T016524	7A	156319511	0.11
T016524	7B	116502474	0.36
T016524	7D	154392965	0.05
T016525	7A	156549988	0.11
T016525	7B	116754348	0.36
T016525	7D	154935000	0.05
T016526	7A	156566736	0.11
T016526	7B	117019488	0.36
T016526	7D	154644747	0.05
T016527	7A	157400933	0.11
T016527	7B	117624700	0.36
T016527	7D	155693491	0.1
T016528	7A	158336208	0.11
T016528	7B	120791262	0
T016528	7D	160014746	0.4
T016529	7A	158396777	0.11
T016529	7B	120587929	0
T016529	7D	159737679	0.4
T016530	7A	158663813	0.11
T016530	7B	120167027	0
T016530	7D	159641229	0.4
T016531	7A	159480014	0.13
T016531	7B	119893581	0
T016531	7D	159407803	0.4
T016532	7A	159557671	0.13
T016532	7B	119701346	0
T016532	7D	159063387	0.4
T016533	7A	159698069	0.13
T016533	7B	119584617	0
T016533	7D	157101620	0.15
T016534	7A	161650972	0.17
T016534	7B	121496391	0
T016534	7D	160534573	0.4
T016535	7A	161738249	0.17
T016535	7B	121890551	0
T016535	7D	160635095	0.4
T016536	7A	161996002	0.17
T016536	7B	122429208	0
T016536	7D	160708713	0.4
T016538	7A	162509189	0.2
T016538	7B	123303716	0
T016538	7D	161144016	0.47
T016539	7A	162513301	0.2
T016539	7B	123311536	0
T016539	7D	161187116	0.47
T016540	7A	162527621	0.2
T016540	7B	123436267	0
T016540	7D	161287885	0.47
T016541	7A	162575775	0.2
T016541	7B	123656267	0
T016541	7D	161391394	0.47
T016542	7A	162594665	0.2
T016542	7B	123670299	0
T016542	7D	161404661	0.47
T016543	7A	162773187	0.2
T016543	7B	123782989	0
T016543	7D	161481104	0.47
T016544	7A	162778704	0.2
T016544	7B	123791003	0
T016544	7D	161486038	0.47
T016545	7A	162906790	0.2
T016545	7B	123813997	0
T016545	7D	161541296	0.47
T016547	7A	162928974	0.2
T016547	7B	123864746	0
T016547	7D	161846310	0.47
T016548	7A	163230023	0.25
T016548	7B	124129682	0
T016548	7D	162115403	0.41
T016549	7A	163299987	0.25
T016549	7B	124236655	0
T016549	7D	162191342	0.41
T016550	7A	163353801	0.25
T016550	7B	124536845	0
T016550	7D	162201626	0.41
T016551	7A	163380488	0.25
T016551	7B	124692385	0
T016551	7D	162674139	0.41
T016552	7A	163393759	0.25
T016552	7B	124743580	0
T016552	7D	162789809	0.41
T016556	7A	164651774	0.32
T016556	7B	125597826	0
T016556	7D	163358492	0.47
T016557	7A	164663780	0.32
T016557	7B	125608102	0
